X;CH1;CH2;Start;Increment
Sequence;Volt;Volt;-6,00E-06;1,00E-08
1059;-2,00E-03;3,92E+00;;
1060;-2,00E-03;3,92E+00;;
1061;-2,00E-03;3,92E+00;;
1062;-6,00E-03;4,00E+00;;
1063;-6,00E-03;4,00E+00;;
1064;-4,00E-03;4,00E+00;;
1065;-4,00E-03;4,00E+00;;
1066;-2,00E-03;4,00E+00;;
1067;-2,00E-03;4,00E+00;;
1068;-2,00E-03;4,00E+00;;
1069;-2,00E-03;4,00E+00;;
1070;0,00E+00;4,00E+00;;
1071;0,00E+00;4,00E+00;;
1072;2,00E-03;4,00E+00;;
1073;2,00E-03;4,00E+00;;
1074;2,00E-03;4,08E+00;;
1075;2,00E-03;4,08E+00;;
1076;6,00E-03;4,08E+00;;
1077;6,00E-03;4,08E+00;;
1078;2,00E-03;4,08E+00;;
1079;2,00E-03;4,08E+00;;
1080;-4,00E-03;4,08E+00;;
1081;-4,00E-03;4,08E+00;;
1082;-2,00E-03;4,08E+00;;
1083;-2,00E-03;4,08E+00;;
1084;2,00E-03;4,08E+00;;
1085;2,00E-03;4,08E+00;;
1086;2,00E-03;4,08E+00;;
1087;2,00E-03;4,08E+00;;
1088;0,00E+00;4,08E+00;;
1089;0,00E+00;4,08E+00;;
1090;2,00E-03;4,08E+00;;
1091;2,00E-03;4,08E+00;;
1092;4,00E-03;4,08E+00;;
1093;4,00E-03;4,08E+00;;
1094;8,00E-03;4,08E+00;;
1095;8,00E-03;4,08E+00;;
1096;4,00E-03;4,08E+00;;
1097;4,00E-03;4,08E+00;;
1098;0,00E+00;4,00E+00;;
1099;0,00E+00;4,00E+00;;
1100;0,00E+00;4,00E+00;;
1101;0,00E+00;4,00E+00;;
1102;2,00E-03;4,00E+00;;
1103;2,00E-03;4,00E+00;;
1104;-4,00E-03;4,00E+00;;
1105;-4,00E-03;4,00E+00;;
1106;-6,00E-03;4,00E+00;;
1107;-6,00E-03;4,00E+00;;
1108;-4,00E-03;4,00E+00;;
1109;-4,00E-03;4,00E+00;;
1110;0,00E+00;3,92E+00;;
1111;0,00E+00;3,92E+00;;
1112;0,00E+00;3,92E+00;;
1113;0,00E+00;3,92E+00;;
1114;2,00E-03;3,92E+00;;
1115;2,00E-03;3,92E+00;;
1116;-2,00E-03;3,92E+00;;
1117;-2,00E-03;3,92E+00;;
1118;2,00E-03;3,84E+00;;
1119;2,00E-03;3,84E+00;;
1120;4,00E-03;3,84E+00;;
1121;4,00E-03;3,84E+00;;
1122;2,00E-03;3,84E+00;;
1123;2,00E-03;3,84E+00;;
1124;-2,00E-03;3,76E+00;;
1125;-2,00E-03;3,76E+00;;
1126;-2,00E-03;3,76E+00;;
1127;-2,00E-03;3,76E+00;;
1128;0,00E+00;3,76E+00;;
1129;0,00E+00;3,76E+00;;
1130;2,00E-03;3,68E+00;;
1131;2,00E-03;3,68E+00;;
1132;4,00E-03;3,68E+00;;
1133;4,00E-03;3,68E+00;;
1134;0,00E+00;3,60E+00;;
1135;0,00E+00;3,60E+00;;
1136;0,00E+00;3,60E+00;;
1137;0,00E+00;3,60E+00;;
1138;4,00E-03;3,60E+00;;
1139;4,00E-03;3,60E+00;;
1140;4,00E-03;3,52E+00;;
1141;4,00E-03;3,52E+00;;
1142;2,00E-03;3,52E+00;;
1143;2,00E-03;3,52E+00;;
1144;4,00E-03;3,44E+00;;
1145;4,00E-03;3,44E+00;;
1146;2,00E-03;3,44E+00;;
1147;2,00E-03;3,44E+00;;
